Dia,Ground_Truth,LSTM_Pred,SmoothAE_Pred,BasicAE_Pred
0,0.000301184905494054,0.00029790445,0.00030040724,0.00029912405
1,0.0003963152597903459,0.00040980597,0.00042038105,0.00038529112
2,0.0005092228694840924,0.0005486631,0.00062308204,0.0004909387
3,0.0006148579656061527,0.0006957775,0.0007690916,0.00055502186
4,0.0007578840658493049,0.000855964,0.001019002,0.0005168817
5,0.0009169243878967743,0.0010404,0.00023526893,0.00047344103
6,0.0010592893505425001,0.0012882818,0.001454738,0.00016644975
7,0.0011968794305401496,0.0016561167,0.004983077,0.00071540015
8,0.0013155903591446343,0.0020531279,0.006184836,0.00064982165
9,0.0014196093411396537,0.0022237273,0.018770294,0.0
10,0.0015015169434874284,0.0020101008,0.00043608976,6.24339e-05
