scenario,rank,beta_network,beta_household,delta,fermi_mu,rmse_known,mode
tpeak_minus_14,0,0.2075877494879589,2.420823705868202,1.0957004935212409,20.63363839381956,0.00025110352167298706,surrogate
tpeak_minus_14,1,0.1468371064126656,2.595542066470043,1.1265099606383255,21.196421265985382,0.00029941105514629755,surrogate
tpeak_minus_14,2,0.3384948851387936,3.169694488275432,1.1726022288994562,15.558140334455354,0.0003461201116783052,surrogate
tpeak_minus_14,3,0.255292716244155,2.377007534633311,1.0189680610680178,15.964083377003938,0.0003566502031997505,surrogate
tpeak_minus_14,4,0.20672637220154952,2.8999715875722436,1.1806113929207402,20.503877494748284,0.0004748959192951661,surrogate
tpeak_minus_14,5,0.4765068981289668,3.3489392164868956,1.4194403041557284,23.378131088306425,0.00047693866949748257,surrogate
tpeak_minus_14,6,0.18469240801193443,2.881430927941,1.3793520849389496,33.45104839143125,0.00048263022525445697,surrogate
tpeak_minus_14,7,0.15708242728491076,3.554898184354173,1.2448320372087558,22.469606169131858,0.0004992420247177192,surrogate
tpeak_minus_14,8,0.15684660372713588,2.286173364555204,1.3969071689394208,39.943552515296524,0.0006920211927227513,surrogate
tpeak_minus_14,9,0.21616764828762083,3.037555564117581,0.9998962912836485,11.714095899372179,0.0007216708537319098,surrogate
tpeak_minus_14,10,0.1107739133492391,2.6156048856940655,0.8670737653378464,13.187230698244614,0.000772575880931976,surrogate
tpeak_minus_14,11,0.16106452401156138,1.6492881849029393,0.9461416860555282,24.954366180674295,0.0008008900745318341,surrogate
tpeak_minus_14,12,0.15538860695852533,3.0277350701036316,1.2128974929343799,22.227245125543853,0.0008067746324500059,surrogate
tpeak_minus_14,13,0.17382520469192841,3.121281085673782,1.3887007147693244,30.67834189512329,0.0009353915882806213,surrogate
tpeak_minus_14,14,0.16914582754693164,3.607551066809293,1.0808983500686666,11.506032078690286,0.0009711446443223314,surrogate
tpeak_minus_14,15,0.2432876342444966,3.090644133024897,1.0691002198078257,13.640130892342984,0.0009738092821271216,surrogate
tpeak_minus_14,16,0.3031137177194213,2.5772272950298256,1.243564991946983,27.25042066246668,0.001013425325949958,surrogate
tpeak_minus_14,17,0.49369349362605847,3.6294538610027987,1.2227828241426446,11.58132900495733,0.0010303512976324002,surrogate
tpeak_minus_14,18,0.1936848007366037,2.992459368987838,1.0295022706029942,14.330938564411886,0.0010369115544196347,surrogate
tpeak_minus_14,19,0.08549878670014059,3.4687954032727477,1.170433066277529,16.853854987720347,0.0010512249219606592,surrogate
tpeak_minus_14,20,0.30317517608080996,2.4499696210094077,0.9977566681835174,14.631308586076399,0.0010781109714820037,surrogate
tpeak_minus_14,21,0.07486814511360342,1.9627554495612525,0.7697930090658859,18.678867904588017,0.0010840255945342157,surrogate
tpeak_minus_14,22,0.15061242646498643,2.542438239433966,1.049379329561492,19.45021681633883,0.001112467413081184,surrogate
tpeak_minus_14,23,0.2471539028910988,2.051079700663635,1.0081381307183799,18.189705078850547,0.0011579458203429662,surrogate
tpeak_minus_14,24,0.24231006944196512,3.5057084333108293,1.1934420524091567,13.136642228648139,0.001180810329450644,surrogate
tpeak_minus_14,25,0.2551706434293216,2.6464725479273024,0.9554550194601655,12.346271268358276,0.00121759333814137,surrogate
tpeak_minus_14,26,0.7544977369297682,3.5337639925938533,1.3977793909229135,10.044772959183781,0.0013426648675656653,surrogate
tpeak_minus_14,27,0.5419987187324776,3.3088494504709245,1.145430343180963,10.511337117593953,0.001357331859574394,surrogate
tpeak_minus_14,28,0.4019970057724356,0.5512647906516001,0.8280232337017898,25.12183042663183,0.0013945810471087414,surrogate
tpeak_minus_14,29,0.261221115432465,2.5207562925402645,1.1942022941003059,19.80811907654139,0.0014557632641501392,surrogate
